Image,Range_URL,Score_URL,Score,Range,Range1,Range2,ytcoreattributedstring,Range3
https://yt3.ggpht.com/1d7xayKaZCtNr6GzWNZ1PpEloR3bk7ra09p-zg0SKVBaE5dgfvsgyRIvkKjXT30bgXxD8HmF5w=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC_JMEw4wJxdoTnijdIyrwkg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzzuJelT8C2YYIuhh94AaABAg,1 month ago,I can't wait it,I can't wait it,"
    8
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu9dxPar2eWrY5rk5w_WIxH-IiilGqQ-_q9mKq8A=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCmgq3vhdVI67Oc0DJE3QPKg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw5SiIlEnYb4c9CKPF4AaABAg,1 month ago,みんながしてた主題歌予想を差し置いて「残念でした～～全部当たりで～～す」ってびっくりなことやってのける！！！！！さすがチェンソーマン！！！！！！！チェンソーマン！！！！！！！！！チェンソーマン最高！！！！！！！！！！,みんながしてた主題歌予想を差し置いて「残念でした～～全部当たりで～～す,"
    545
  ",Reply,11 replies
https://yt3.ggpht.com/ytc/AMLnZu8a50m12T8lE2Qaxk6mSwPDjui7Qczyo0fU6VNX=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCqUhGxKfYAkRakwKgU9YumQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugzn14p46BL84ZDZ5xJ4AaABAg,1 month ago,"チェンソーマンがテレビで暴れてくれるだけで嬉しいわ
未来最高！！未来最高！！",チェンソーマンがテレビで暴れてくれるだけで嬉しいわ,"
    1
  ",Reply,
,https://www.youtube.com/channel/UC71dTsXbFiCybw5SP7WLMVA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwJujq989xs5d-yXGd4AaABAg,1 month ago,MAPPA be releasing tons of bangers.,,"
    5
  ",Reply,
,https://www.youtube.com/channel/UCe8i2o02dGJ1EVAl0xlevvg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugy-D2cGdB8aLNxMFPx4AaABAg,1 month ago,全部すんなり入ってくる声優マジでやばいな,,"
    10
  ",Reply,
,https://www.youtube.com/channel/UC9wyTUnJcAqG-gW6NT4944g,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugx5oy00ZWbvOf6edxF4AaABAg,1 month ago,"Damn, i literally love makima",,"
    5
  ",Reply,
,https://www.youtube.com/channel/UCKXyB3Udl9Pv6rt3WWHX5Uw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyZZlqD5GOd9xweu5t4AaABAg,1 month ago,最高です！1話であれはやばい、次も楽しみ！,,"
    9
  ",Reply,
,https://www.youtube.com/channel/UCvJch6HlYEN1HusFdiJbgSw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxafLutvdSkFXV1zzF4AaABAg,1 month ago,漫画読んでないけどPV見ただけでアニメ見ようと思うほどの迫力がある,,"
    442
  ",Reply,12 replies
,https://www.youtube.com/channel/UCuv88UkVFgZvYyDzwOfBC7A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxpvNR1VKsr4TDit1N4AaABAg,1 month ago,SOOOO EXCITED ,SOOOO EXCITED ,"
    4
  ",Reply,
,https://www.youtube.com/channel/UCxabJoYShYC52uxHghRzJzw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugx3Bg_po9EnS0GIaeZ4AaABAg,1 month ago,"急いで原作履修してます
アニメ本当に楽しみです",急いで原作履修してます,"
    6
  ",Reply,
,https://www.youtube.com/channel/UCBkswHU_dtLGJMYC_XJm_jA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxMx9xdf5O55o7EhiV4AaABAg,1 month ago,Mañana se estrena! ,Mañana se estrena! ,"
    4
  ",Reply,
,https://www.youtube.com/channel/UCvW2_f9oxiKQx-QaC3-HU8A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzowpOD22eMRQbusWl4AaABAg,1 month ago,推しのパワーの活躍が楽しみ　追加放送局にテレビユー福島も決まったからうれしい,推しのパワーの活躍が楽しみ　追加放送局にテレビユー福島も決まったからうれしい,"
    3
  ",Reply,
,https://www.youtube.com/channel/UCyKLS2B6sF86n87-V_SObxA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyFwhfmyBDPnNsY8xt4AaABAg,4 weeks ago,the scream on the last part wow kudos to the voice actor,,"
    2
  ",Reply,
,https://www.youtube.com/channel/UCe7bJw-2AeNHOxyuQbYipjA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw0QB-YdmQEDbK99BB4AaABAg,1 month ago,"OP,ED陣豪華すぎてやばい、毎週映像も変わるの本当に異次元",,"
    112
  ",Reply,2 replies
,https://www.youtube.com/channel/UCEl0A20PYf9dPv8t-2rlu3Q,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugzep6ZEVirgmz-YmBB4AaABAg,2 weeks ago,いやーこれは流行る。てか、1話でもうハマってしまった。,,"
    6
  ",Reply,
,https://www.youtube.com/channel/UC2_AkqXUrIh2U1wFsv30tIA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwXssev29K3NTpsy0F4AaABAg,1 month ago,hope the ending is as good as jujutsu,,"
    7
  ",Reply,1 reply
,https://www.youtube.com/channel/UCjnxltuN-TyEvjL4afups5Q,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugzl7ONDlnbQ-SQq8414AaABAg,1 month ago,映ってるの4人だけど、パワーとデンジ入れて6人って言ってるとこ細かい,,"
    5
  ",Reply,
,https://www.youtube.com/channel/UC6qzSK1rXWWIg6AQrRxlOYQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxInV7ltZf7kGecQQB4AaABAg,1 month ago,¡¡ÁNIMO!! SU GENTE LOS AMARÁÁ.,,"
    9
  ",Reply,
,https://www.youtube.com/channel/UCUJeM68gGpGNitPClEFNhyA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugze64xFcKqdelretlZ4AaABAg,1 month ago,自分的には戦闘シーンのアングルとCGが違和感あっただけで他は完璧すぎた,,"
    6
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu97vKzkRuSF8B0UaoGWvIDU1sJCcwrj1qXC-2Gs=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC7tiFsWqSziWb7xqW0TqnUw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxZfO_QhecaIuOtqk54AaABAg,1 month ago,音楽と映像に圧倒されすぎて全シーンを受け止めきれてないのか、リピートする度に見たことないシーンと聞いたことない音楽が流れてくる。こんなとんでもないものを毎週見れると思うと楽しみすぎる。,,"
    754
  ",Reply,17 replies
https://yt3.ggpht.com/ytc/AMLnZu9Ko5_fyZkLSrARRmU4cNdlMhVh1l9HWFv1NXB_=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCa4zZU57oQhvcUwczkDdyXA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgygJPvRP0G6nfKRLQl4AaABAg,3 weeks ago,"林士平「アニメ『#チェンソーマン 』は企画・構成・脚本・絵コンテまで、全て藤本さんに見て頂いて、MAPPAさんのアニメチームと密に連絡を取って打合せし続けてきました。」

みんな、原作者が作ってるなら文句ないよな？笑",林士平「アニメ『,"
    13
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu_FRJkxWOYslKNsz-8_0TcWzwBEbiVRA2O8eA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCs4FKo6RmGulXgo7XCgEEBA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyHgre5QfH_5YuP1EJ4AaABAg,1 month ago,Estou esperando uma boa qualidade visual então não nos desaponte mappa,,"
    1
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu-IANZnkoaCdvwpwUan0hqL2-jN1cnuvyf6QiQ2Vy7lMU7P_m2RQ1SWCj5dFnzqlO0=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC-zfsEZKOZ3rfpYP9ZEG6hg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwU8MNnmBUZVeovp-h4AaABAg,1 month ago (edited),"【歌詞】

0:50 0:50 0:50

ハッピーで埋めつくして
rest in peace まで行こうぜ
いつか見た地獄もいいところ
愛をばらまいて
アイラブユー貶してくれ
全部奪って笑ってくれマイハニー

努力 未来 A BEAUTIFUL STAR
努力 未来 A BEAUTIFUL STAR
努力 未来 A BEAUTIFUL STAR

なんか忘れちゃってんだ





※自分用ですがよければ",【歌詞】,"
    9
  ",Reply,
,https://www.youtube.com/channel/UCuv88UkVFgZvYyDzwOfBC7A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugy49_Nyy-KL6ghukyV4AaABAg,1 month ago,SOOOO EXCITED ,SOOOO EXCITED ,"
    4
  ",Reply,
,https://www.youtube.com/channel/UCoTPCvuWciBv5TKXOIxZHYA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzVBMMogQfWjF-Dwix4AaABAg,1 month ago,ついに今日なんだ、、、　楽しみです！,,"
    6
  ",Reply,
,https://www.youtube.com/channel/UCE8dBPcVZd0oCRniBbM2ilg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugwjn_EwlRK3-qswtmt4AaABAg,1 month ago,全体的に色褪せた絵作りなのが最高,,"
    213
  ",Reply,3 replies
,https://www.youtube.com/channel/UCjRCLgFyO_H34uZes54DOaw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxiYjxl30ITE0JXA794AaABAg,1 month ago,"THE DOPESTTTTTT, i salute all the mappa staffs!!!!",,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCz85rjLpFabP8K1kYGn-WbA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwyotUDUjCiK6kZ5y14AaABAg,1 month ago,это просто охуенно,,"
    5
  ",Reply,
,https://www.youtube.com/channel/UCKyaH6nzEtz8Ti61gy9P6VA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxwagoX3OHYjBUXFqN4AaABAg,2 weeks ago,This is gonna be a very good anime,,"
    2
  ",Reply,1 reply
,https://www.youtube.com/channel/UC2dIxRm8RZ1xG2G3WHtQFTg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwNABhbeuLkQN_6wpB4AaABAg,3 weeks ago,テーマ曲担当の方々が豪華すぎて激熱,,"
    5
  ",Reply,1 reply
,https://www.youtube.com/channel/UC9hlD-4LQVDBD9_T-Ap9A8Q,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxicbBAJxjXP3nQBOp4AaABAg,1 month ago,8 hour left ,8 hour left ,"
    9
  ",Reply,
,https://www.youtube.com/channel/UCz36HaMHjXeB730zl7TDCvQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugz01Q7dasXi7mHjtjt4AaABAg,1 month ago (edited),"米津さんが作品に合わせて今までにないいい意味で乱暴な歌い方しててすっっっげぇ興奮する

とんでもなくいいね来てる！！共感してもらえて嬉しい！！！",米津さんが作品に合わせて今までにないいい意味で乱暴な歌い方しててすっっっげぇ興奮する,"
    823
  ",Reply,14 replies
,https://www.youtube.com/channel/UC7HOuIBPxptdI-RcR2L6Vcw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxVt3zh13oWRC4OY-B4AaABAg,1 month ago,아침에 잠깨려고 보러옵니다ㅋㅋ 진짜 볼 때마다 소름..,,"
    6
  ",Reply,
,https://www.youtube.com/channel/UCI2LxsghJn2CTys6zUvCdNg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugwgh9Ijn8r-IviMBd94AaABAg,1 month ago,花江夏樹のビームちょっと不安も有るけどオッドタクシーの小戸川がすごい良かったから期待してる！！,,"
    2
  ",Reply,
,https://www.youtube.com/channel/UC2uW-QNFsFtrEudfsfQB-yg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxOG97eHrLipagYuI94AaABAg,1 month ago,Really very looking forward to it,,"
    5
  ",Reply,
,https://www.youtube.com/channel/UCk7fOCexslku2sTqT7m5GWg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyapiRkvylb0NHHobd4AaABAg,1 month ago,「努力 未来 A BEAUTIFUL STAR」って歌詞の部分、つんくのブログ(noteの2022年9月19日)に許諾の話があっておもしろいよ！アーティストの考え方みたいのが伝わってきてすごくよい。科学反応って感じ！,「努力 未来 A BEAUTIFUL STAR」って歌詞の部分、つんく,"
    11
  ",Reply,
,https://www.youtube.com/channel/UCpJY538s_p7-_s35ecOGdfQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugwq0weUVi2i4wRnION4AaABAg,1 month ago,no se de que la gente se queja animación y banda sonora se ve una epicidad esta pobre generación de cristal ahora por todo llora vale dick la vida señor García,,"
    5
  ",Reply,1 reply
,https://www.youtube.com/channel/UCFTZJj1OjerfABwRVxYjbnA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzbIt_4cUQWiP-P0_B4AaABAg,1 month ago,ずっと見ようと思って見る機会なくて、ちょうどアニメ化されるみたいで見に来たらえぐすぎて感動してる。,,"
    110
  ",Reply,1 reply
,https://www.youtube.com/channel/UCFJcqVdUofjuiogIF_Fs_KA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxNOS9k2-VKW_CPUvF4AaABAg,1 month ago,"1:03
Kobeni's scream has more budget than a whole nanatsu no taizai season, i can't-","
","
    4
  ",Reply,
https://yt3.ggpht.com/n_i1t0fTJH6CDPTiy3AUoDnTEb4lvZvUjDYSD4slsPq-1cH28pf9Atb20c6RERB_7DKBwHp8qA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCuv88UkVFgZvYyDzwOfBC7A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugwz4WsoIlxQNjwhHbh4AaABAg,1 month ago,CAN'T WAIT ,CAN'T WAIT ,"
    3
  ",Reply,
https://yt3.ggpht.com/52YyL49QlLTMzbEcP4ABTu_MiYkCx2PQdCMX2KBjEMglwK2mpN9sCT1KZi4HwykiCBjksBWaoQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UClmmqDOrlDhbHoOD1GJxjIg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyX2Qghl63pi0OWTux4AaABAg,1 month ago,TVで見れないので2部見てからアマプラで見る勢です,,"
    16
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu-ccbNYmcTppUYbbmiOOafgkWyyq1nVKPu9jLnws1Gd8-N9DVJKNbFz1P3PY2JE=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCsOTRqpqvqU_snp4KUpi6cQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgynSgLJh3ODLJRQqDN4AaABAg,1 month ago,"テレ東なのマジ嬉しい…
やっぱテレ東だな！！",テレ東なのマジ嬉しい…,"
    9
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu9l0-_isP1Q49ZXyP-uXrCnWYLWyMz5_6BhhJZtGg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC3ZJnu36V66hedkQzhsbqsg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugyp41qhVk03ZTSSuJl4AaABAg,1 month ago,"アメリカのコミコンで1話上映したらしいけど
感想が軒並み高評価だから間違いなさそう",アメリカのコミコンで1話上映したらしいけど,"
    15
  ",Reply,1 reply
https://yt3.ggpht.com/tczx-sSwqvbCBl2I32guT6S3qoVVLWS8BvIXy3giKzhrL0U9cUpLqUKyDMghWDS-ozuZTi0n6A=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCGnAqYW9PlYjioJTfbSls8Q,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwJvDUq1MwM_ikXX694AaABAg,1 month ago,藤本タツキの独特な絵のタッチを上手くアニメに落とし込んでるの本当にすごいな。,,"
    51
  ",Reply,
,https://www.youtube.com/channel/UCuv88UkVFgZvYyDzwOfBC7A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzirSzszyURIgQz8CJ4AaABAg,1 month ago,CAN'T WAIT! ,CAN'T WAIT! ,"
    7
  ",Reply,
,https://www.youtube.com/channel/UClAX5MsHmoULRKDs7URAioA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxPj0yME1qv_zjYenB4AaABAg,4 weeks ago,"改めてデンジの悪魔形態のデザイン
完璧過ぎて鳥肌立つ",改めてデンジの悪魔形態のデザイン,"
    0
  ",Reply,
,https://www.youtube.com/channel/UCDGwygUkf019YZiFnHHGdTg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugw-PvHF-4BJYbwjVJN4AaABAg,1 month ago,1:28 got me goosebumps, got me goosebumps,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCuv88UkVFgZvYyDzwOfBC7A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgycVLbRO_dc7fLP1Cx4AaABAg,1 month ago,SOOOO FREAKIN EXCITED!!!!,,"
    2
  ",Reply,
,https://www.youtube.com/channel/UCthWKQIFtcQ__ylx8FZ0B1w,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwELNTKdGbzOdU-fEZ4AaABAg,1 month ago,kickback聴けるといいね,,"
    12
  ",Reply,
,https://www.youtube.com/channel/UCQxiS56Q56o9ZCYClRfCxvg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugy6CTl7o6gupdXGb8V4AaABAg,1 month ago,"The OP being by Kenshi Yonezu is already crazily awesome in itself, but above that we're also gonna get EDs by all those fantastic artists. Mindblowing!!!!!!!",,"
    520
  ",Reply,6 replies
,https://www.youtube.com/channel/UC9OVLykJOw6CRykxgomL23w,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwRMFpz49qiWPYDRxB4AaABAg,1 month ago,The last scream about copping a feel gives me chills dog,,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCp_bsllXhajVsSrkO7ghCmQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwoxoCWNRwBmEllm514AaABAg,1 month ago,I can finally see makima and aki,I can finally see makima and aki,"
    5
  ",Reply,
,https://www.youtube.com/channel/UCGzgBEuz0eV-X8mKRjhPqlg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxmuYzetgfWPlDxkW14AaABAg,1 month ago,"まじで最高すぎた、、
余韻が、、",まじで最高すぎた、、,"
    2
  ",Reply,
,https://www.youtube.com/channel/UCD8RSpJO4kzb0UhyKUW6VWQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugxf8U7GywIAA4EXSpR4AaABAg,1 month ago,神作画！このアニメは第二期もこのままの作画でいてほしい。最近ちょっとがっかりすること多いから,,"
    3
  ",Reply,
,https://www.youtube.com/channel/UCGBF49eZm1uSRwyNY0eJQMA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugx640TxJsLk6s9H7k94AaABAg,1 month ago,I’ve watched this so many times now,,"
    10
  ",Reply,
,https://www.youtube.com/channel/UCXdpflvsSF7pcdu9ACBXesg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugz3B7-enE8U2zCYeOl4AaABAg,1 month ago,毎話ED変わるの異例すぎるしpvからMAPPAの本気度が伝わる,,"
    271
  ",Reply,1 reply
,https://www.youtube.com/channel/UChQqYvF04hxKJ_8Pbc8LumA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzUFdkRbevF-HplHlt4AaABAg,4 weeks ago,"Damn! This anime has a similar feel to Parasyte the maxim , and didn't expect this to be more gory than Parasyte the maxim which is seinen demographic.",Damn! This anime has a similar feel to Parasyte ,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCC2zqq2ElWi7cmN4zt8nXKg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugyc6bAE3uDi_HU9lOZ4AaABAg,1 month ago,looks crazy good,,"
    3
  ",Reply,
,https://www.youtube.com/channel/UC236Oiiht3kcSjlAEW8c6hw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxgC2xUkJeiTRD0FmV4AaABAg,1 month ago,Dude chainsaw man gonna ruin other generic  shounen an it's just irreparable chainsaw man have everything that make it stand out from other typical shounen from unique relatable mc to well written story an amazing unpredictable plot and twist an turn awesome side characters in this literally there is no plot armor to  character no one is safe,,"
    8
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu9d__BElZtMQvo_enGZglKIjyfnh_Zk-AHui8uImMTcWuFWx0SNxpq0K5VleA5uLkc=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCk1QYs9L_luHbQPGh00UmyA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugx5nsZcO4cYeEfGip54AaABAg,4 weeks ago,初見勢がパワーにどんな反応すんのか楽しみじゃ！,,"
    6
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu8LudepycXRlszRB_SJciR0qw-oWzm_8kQDwUETug=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCoIuXy3ihfnxZlCXbd_r04g,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugzq3VAdicfBoQA94E94AaABAg,1 month ago,wow. what an incredible trailer,,"
    2
  ",Reply,
https://yt3.ggpht.com/ytc/AMLnZu_MLAHRKeoDp9s4qOzxk9iOLBraAMnFevBz_lru=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCDSNiZSLmoPRSrhE6tf521w,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxpM8DhAqpoFioZq_l4AaABAg,1 month ago,Denji's VA already has my heart my god he's incredible,,"
    797
  ",Reply,12 replies
https://yt3.ggpht.com/AdkmGlcGneUSXy1eXS7IXAd55Znc9DI1WxOMWuvUDEXpoYZResfpRqA84BYJWYrQOw7RuJBRUA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCDjo62_lApfHXQ16zxmVDgg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugx3Ju_3VsfsLhatVh94AaABAg,1 month ago,THE DETAIL OF THE FIRST SCENE IS AMAZING WTH,,"
    1
  ",Reply,
https://yt3.ggpht.com/ZlzAMxP2bwyxXASD26LPAqHkrqV6q9ICgPL29wKvRrtdFSO3r0RafouzPiIFaaM4mTXDg7Dw4iU=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UC9hlD-4LQVDBD9_T-Ap9A8Q,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwA1gqr1pxGiwRyX5x4AaABAg,1 month ago,Best trailer in anime industry ,Best trailer in anime industry ,"
    8
  ",Reply,1 reply
,https://www.youtube.com/channel/UCgcEsQdXvJ7g9MMAtr1sssA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugwz3oD0PGPRxdTnChN4AaABAg,1 month ago,"クオリティーが劇場版の予告やねん...
これがアニメで毎週みれるって大変。",クオリティーが劇場版の予告やねん...,"
    8
  ",Reply,1 reply
,https://www.youtube.com/channel/UC1sAaBsY3mayOzccn4V2VOA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxuEvDbN_qiXoRutBZ4AaABAg,2 weeks ago,ああ、進撃ファイナルシーズンの記憶が蘇る、、、、w,,"
    16
  ",Reply,1 reply
,https://www.youtube.com/channel/UCdCDG_P12VGcvFLSx7r_bhA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgxIRQlh862S-4W--el4AaABAg,1 month ago,1話普通に良かったと思うんだけどな,,"
    21
  ",Reply,2 replies
,https://www.youtube.com/channel/UC06Q6gBNEf8mwuJ_BjlP7Mw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyWV6YVvTUkgjSVoZV4AaABAg,1 month ago,"岸辺さんの声が津田健次郎さんってのがもう解釈一致だし、他の声優さんも声とキャラが合いすぎてて最高すぎる。
作画も神だし、主題歌もエンディングもそのアーティストさんも神だし。なんなの。
PV出るたびあまりにも興奮しすぎて叫び声が出ちゃうってのに。
これが毎週来るの？？？？
毎週毎週心臓発作起こしそうで怖いわ。",岸辺さんの声が津田健次郎さんってのがもう解釈一致だし、他の声優さんも声とキャラが合いすぎてて最高すぎる。,"
    198
  ",Reply,3 replies
,https://www.youtube.com/channel/UC23uEWwoGPALmVuhSUxTSnQ,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyrSC26JbezKvvt7tx4AaABAg,1 month ago,"If I had a nickel for every blonde emotionally deprived mentor in a mainstream anime that is voiced by Kenjiro Tsuda, I would have 2 nickels which isn't a lot but it's weird it happened twice",,"
    1
  ",Reply,
,https://www.youtube.com/channel/UCuv88UkVFgZvYyDzwOfBC7A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugzv-SxEzA-l4frii254AaABAg,1 month ago,"DENJI, AKI AND POWER! ","DENJI, AKI AND POWER! ","
    1
  ",Reply,
,https://www.youtube.com/channel/UC7nrz_Jth_gSZVU50XUz6rw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugzp0y3UdnHV0WKOoql4AaABAg,4 weeks ago,My favorite part of the trailer  is when he says its chainsawin time and chainsawed all those zombies,,"
    3
  ",Reply,
,https://www.youtube.com/channel/UCaQqpHQOFZr8GQUmENhuyKg,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugze-yaWqTGJf53sMwN4AaABAg,1 month ago,This is magic !!,,"
    8
  ",Reply,
,https://www.youtube.com/channel/UCWoDi1lMgDk4mwYwKVWKhUA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwFAzSJ1xgqTgqzBGZ4AaABAg,1 month ago,地方民だから、みんなと同じ時間帯に1話を見れないという地獄…,,"
    9
  ",Reply,
,https://www.youtube.com/channel/UC6Caul-8ksRDQQpQnZ27qiw,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=Ugyy9_ops8Akwjfhlix4AaABAg,1 month ago,The opening song couldn't be more perfect. After completing the manga and knowing all the characters I can't wait to see how well they adapt this.,,"
    535
  ",Reply,19 replies
,https://www.youtube.com/channel/UCq_6rZlEsdxsOEJnvfIxNoA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgweXDJGpUhw3hnIweJ4AaABAg,1 month ago,Get ready to witness the most traumatic snowball fight ever,,"
    3
  ",Reply,
,https://www.youtube.com/channel/UCTIrDHrtwo5ZCV4bC4n-R5g,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgwaZjWrBcWSwHJJhox4AaABAg,4 weeks ago,動くアキくんが楽しみで毎日見に来ちゃう,,"
    3
  ",Reply,
,https://www.youtube.com/channel/UC9hlD-4LQVDBD9_T-Ap9A8Q,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzhygSAmZd_Bx0pOOh4AaABAg,1 month ago,11 hour left ,11 hour left ,"
    10
  ",Reply,
,https://www.youtube.com/channel/UCuv88UkVFgZvYyDzwOfBC7A,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgyMFLkwlnm1eIVetgV4AaABAg,1 month ago,CAN'T WAIT! ,CAN'T WAIT! ,"
    3
  ",Reply,
,https://www.youtube.com/channel/UCRAFk7xrJxlnE8oA7bTqPqA,https://www.youtube.com/watch?v=v4yLeNt-kCU&lc=UgzFCksWDYmah5LKglx4AaABAg,1 month ago,マキマさんの声が予想外だったもっと大人っぽい声かと思ってました！でもこれも悪くないw,,"
    3
  ",Reply,
